id,texto,textos_originales,autores,pmids,n_autores,n_papers
aff_0c8e5b6df46e8872,"Universidad de Buenos Aires, Facultad de Medicina, Instituto de Fisiología y Biofísica IFIBIO Houssay-CONICET, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Cátedra de Fisiopatología, Buenos Aires, Argentina. Electronic address: ezotta@fmed.uba.ar.","[""Universidad de Buenos Aires, Facultad de Medicina, Instituto de Fisiología y Biofísica IFIBIO Houssay-CONICET, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Cátedra de Fisiopatología, Buenos Aires, Argentina. Electronic address: ezotta@fmed.uba.ar.""]","[""Zotta E""]","[""28057514""]",1,1
aff_0cff9a85c87f91e3,"McConnell Brain Imaging Center, Montreal Neurological Institute and Department of Neurology and Neurosurgery, McGill University, Montreal, Quebec, Canada.","[""McConnell Brain Imaging Center, Montreal Neurological Institute and Department of Neurology and Neurosurgery, McGill University, Montreal, Quebec, Canada.""]","[""Doyon J""]","[""32061044""]",1,1
aff_0d01a913a8cf6def,"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina; CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.","[""Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina; CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.""]","[""Ilarraz C"", ""Trujillo M""]","[""37236391""]",2,1
aff_0d4a066729caa8ed,Department of Psychiatry and.,"[""Department of Psychiatry and.""]","[""Namboodiri V""]","[""28947572""]",1,1
aff_0dc8facd07e6e2f2,"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Buenos Aires, Argentina. Electronic address: rcutrera@fmed.uba.ar.","[""Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica \""Bernardo Houssay\"" (IFIBIO), Buenos Aires, Argentina. Electronic address: rcutrera@fmed.uba.ar.""]","[""Cutrera R""]","[""29355695""]",1,1
aff_0e3d48147ff4a8c9,"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas, Buenos Aires 1121, Argentina.","[""Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas, Buenos Aires 1121, Argentina.""]","[""Zold C""]","[""35561217""]",1,1
aff_0f36299427c1292e,"Microbiología, Facultad de Ciencias Veterinarias, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Microbiología, Facultad de Ciencias Veterinarias, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Bentancor A""]","[""26030198""]",1,1
aff_0f678194300b4103,"Group of Research and Innovation in Vascular Health (GRIVAS Health), Chillan, Chile. cescudero@ubiobio.cl.","[""Group of Research and Innovation in Vascular Health (GRIVAS Health), Chillan, Chile. cescudero@ubiobio.cl.""]","[""Escudero C""]","[""37466779""]",1,1
aff_0f6f958d2667a186,"Red Iberoamericana de Alteraciones Vasculares en Transtornos del Embarazo (RIVATREM), Chillan, Chile; Department of Physiological Sciences, School of Medicine, Pontificia Universidad Javeriana, Bogotá, Colombia.","[""Red Iberoamericana de Alteraciones Vasculares en Transtornos del Embarazo (RIVATREM), Chillan, Chile; Department of Physiological Sciences, School of Medicine, Pontificia Universidad Javeriana, Bogotá, Colombia.""]","[""Garcia-Robles R""]","[""36878143""]",1,1
aff_0fa2cdb133d14994,"Biochemistry Services, Hospital Británico de Buenos Aires, Buenos Aires, Argentina.","[""Biochemistry Services, Hospital Británico de Buenos Aires, Buenos Aires, Argentina.""]","[""Canzonieri R"", ""Muryan A"", ""Schiel A"", ""Stern A""]","[""26842625"", ""27015899""]",4,2
aff_0ff30223dba683af,"Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental, Consejo Nacional de Investigaciones Científicas y Técnicas-Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. Mspalermo@hematologia.anm.edu.ar.","[""Laboratorio de Patogénesis e Inmunología de Procesos Infecciosos, Instituto de Medicina Experimental, Consejo Nacional de Investigaciones Científicas y Técnicas-Academia Nacional de Medicina, 1425 Buenos Aires, Argentina. Mspalermo@hematologia.anm.edu.ar.""]","[""Palermo M""]","[""29068360""]",1,1
aff_0ff74788f5411c76,"Departamento de Ginecología y Obstetricia, Unidad de Embarazo de Alto Riesgo, Centro de Estudios Médicos e Investigaciones Clínicas (CEMIC), Buenos Aires, Argentina.","[""Departamento de Ginecología y Obstetricia, Unidad de Embarazo de Alto Riesgo, Centro de Estudios Médicos e Investigaciones Clínicas (CEMIC), Buenos Aires, Argentina.""]","[""Leguizamon G""]","[""27016779""]",1,1
aff_1007b2e6587aeb19,"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Buenos Aires, Argentina.","[""Department of Physiology and Institute of Physiology and Biophysics (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Buenos Aires, Argentina.""]","[""Faillace M"", ""Pisera-Fuster A"", ""Rocco L""]","[""30826460"", ""35777525""]",3,2
aff_11033125744a4a2c,"Departamento de Bioquímica and Centro de Investigaciones Biomédicas (Ceinbio), Facultad de Medicina, Universidad de la República, Montevideo, Uruguay.","[""Departamento de Bioquímica and Centro de Investigaciones Biomédicas (Ceinbio), Facultad de Medicina, Universidad de la República, Montevideo, Uruguay.""]","[""Zeida A""]","[""34293244""]",1,1
aff_1183af058051246d,"Universidad de Buenos Aires. Facultad de Medicina. Departamento de fisiología y biofísica. Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET). Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina.","[""Universidad de Buenos Aires. Facultad de Medicina. Departamento de fisiología y biofísica. Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET). Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina.""]","[""Della-Maggiore V"", ""Jacobacci F"", ""Lerner G""]","[""32061044""]",3,1
aff_11ed18e97e2fe311,"Instituto de Química y Fisicoquímica Biológicas (IQUIFIB) Prof. Alejandro Paladini, UBA-CONICET, Buenos Aires, Argentina.","[""Instituto de Química y Fisicoquímica Biológicas (IQUIFIB) Prof. Alejandro Paladini, UBA-CONICET, Buenos Aires, Argentina.""]","[""Battista A"", ""Medrano M""]","[""28710541""]",2,1
aff_121a02d5aa406bb6,"IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina.","[""IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina.""]","[""Igaz L"", ""Silva Pinto P"", ""Vassallu F""]","[""34935149"", ""39327159""]",3,2
aff_125efcb0a19992a8,"Laboratory of Biology of Reproduction, IFIBIO, CONICET, School of Medicine, University of Buenos Aires, Buenos Aires, Argentina.","[""Laboratory of Biology of Reproduction, IFIBIO, CONICET, School of Medicine, University of Buenos Aires, Buenos Aires, Argentina.""]","[""Martinez N""]","[""29197004""]",1,1
aff_126b3693f1f70e9b,"Hospital de Agudos Juan A. Fernandez, Laboratorio Central, Argentina.","[""Hospital de Agudos Juan A. Fernandez, Laboratorio Central, Argentina.""]","[""Hermes R""]","[""28057514""]",1,1
aff_12767b187b9ad69d,"IFIBIO Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires-CONICET, 2155 Paraguay Street, Buenos Aires 1121, Argentina.","[""IFIBIO Bernardo Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires-CONICET, 2155 Paraguay Street, Buenos Aires 1121, Argentina.""]","[""Paz R""]","[""29605667""]",1,1
aff_12ac3af70018e9a3,"Laboratorio de Fisiopatogenia, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Laboratorio de Fisiopatogenia, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Ibarra C""]","[""34971959""]",1,1
aff_12bc9b23d2520f2e,"Servicio de Pediatría, Hospital Nacional Profesor Alejandro Posadas, Buenos Aires 1684, Argentina. harepetto@yahoo.com.ar.","[""Servicio de Pediatría, Hospital Nacional Profesor Alejandro Posadas, Buenos Aires 1684, Argentina. harepetto@yahoo.com.ar.""]","[""Repetto H""]","[""28718802""]",1,1
aff_12c570ee4eddb01e,"Pharmacogenomics Academia, Instituto Politécnico Nacional-CIIDIR Durango, Mexico.","[""Pharmacogenomics Academia, Instituto Politécnico Nacional-CIIDIR Durango, Mexico.""]","[""Barragan-Zuniga L"", ""Blanco-Castaneda R"", ""Macias-Salas A""]","[""36878143""]",3,1
aff_12e52ce62007af48,"Genetics of Learning Laboratory, Systems Neuroscience Section, Department of Physiology and Biophysics, School of Medicine, University of Buenos Aires, IFIBIO-Houssay-CONICET, C1121ABG Buenos Aires, Argentina. Electronic address: pagani@fmed.uba.ar.","[""Genetics of Learning Laboratory, Systems Neuroscience Section, Department of Physiology and Biophysics, School of Medicine, University of Buenos Aires, IFIBIO-Houssay-CONICET, C1121ABG Buenos Aires, Argentina. Electronic address: pagani@fmed.uba.ar.""]","[""Pagani M""]","[""24859216""]",1,1
aff_133890e35e9024be,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, IFIBIO-Houssay UBA-CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Laboratorio de Fisiopatogenia, Departamento de Fisiología, IFIBIO-Houssay UBA-CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Girard M"", ""Ibarra C"", ""Rivera F"", ""Sacerdoti F""]","[""26335361""]",4,1
aff_140781061fdfbb79,"Departamento de Patología, Hospital de Pediatría S.A.M.I.C Prof. Dr. Juan P. Garrahan, Buenos Aires, Argentina.","[""Departamento de Patología, Hospital de Pediatría S.A.M.I.C Prof. Dr. Juan P. Garrahan, Buenos Aires, Argentina.""]","[""Marti J""]","[""42611393""]",1,1
aff_1409abf96921209a,"Departamento de Endocrinología, Hospital de Pediatría Garrahan, Buenos Aires, Argentina.","[""Departamento de Endocrinología, Hospital de Pediatría Garrahan, Buenos Aires, Argentina.""]","[""Palligas M"", ""Saraco N""]","[""33126049""]",2,1
aff_140c136b97d0eb17,"Institute of Biological Sciences, Federal University of Goias, Goiânia, Brazil.","[""Institute of Biological Sciences, Federal University of Goias, Goiânia, Brazil.""]","[""Alves de Freitas R"", ""Dela Justina V"", ""Dos Passos Junior R"", ""Giachini F"", ""de Freitas R""]","[""34267676"", ""35431989""]",5,2
aff_149cd4acc8e487f8,"Centro Estatal de Cancerología, Secretaria de Salud de Durango, Durango 34000, Mexico.","[""Centro Estatal de Cancerología, Secretaria de Salud de Durango, Durango 34000, Mexico.""]","[""Barragan-Zuniga L""]","[""42123443""]",1,1
aff_14bc7e9ad50a692c,"Yale University School of Medicine, Departments of Cellular and Molecular Physiology, New Haven, Connecticut.","[""Yale University School of Medicine, Departments of Cellular and Molecular Physiology, New Haven, Connecticut.""]","[""Bordey A""]","[""25856239""]",1,1
aff_14f00333d118f1d3,"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO) - CONICET- Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO) - CONICET- Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Damiano A"", ""Martinez N"", ""Medina Y"", ""Reppetti J"", ""Seyahian A""]","[""27488203"", ""34938200""]",5,2
aff_14f4c08569899194,"Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Química Analítica y Fisicoquímica, Cátedra de Química General e Inorgánica, Buenos Aires, Argentina.","[""Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Química Analítica y Fisicoquímica, Cátedra de Química General e Inorgánica, Buenos Aires, Argentina.""]","[""Evelson P""]","[""30732602""]",1,1
aff_152e8ad6e2c59f7d,"Instituto de Ciencias Naturales, Facultad de Medicina Veterinaria y Agronomía, Universidad de Las Américas, Santiago, Chile.","[""Instituto de Ciencias Naturales, Facultad de Medicina Veterinaria y Agronomía, Universidad de Las Américas, Santiago, Chile.""]","[""Opazo M""]","[""37274341""]",1,1
aff_156eeb45c47fc123,"Department of Physiology and Institute of Physiology and Biophysics (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Buenos Aires, Argentina. Electronic address: mfaillace@fmed.uba.ar.","[""Department of Physiology and Institute of Physiology and Biophysics (IFIBIO-Houssay, UBA-CONICET), School of Medicine, University of Buenos Aires, Buenos Aires, Argentina. Electronic address: mfaillace@fmed.uba.ar.""]","[""Faillace M""]","[""35777525""]",1,1
aff_159c515b0f14b80a,"Laboratório de Bacteriologia, Instituto Butantan, São Paulo 05503900, Brasil. roxane@butantan.gov.br.","[""Laboratório de Bacteriologia, Instituto Butantan, São Paulo 05503900, Brasil. roxane@butantan.gov.br.""]","[""Piazza R""]","[""30513821""]",1,1
aff_15a54d093dac5480,"CIVETAN-Centro de Investigación Veterinaria Tandil (CONICET, CICPBA), Facultad de Ciencias Veterinarias, Tandil, Argentina.","[""CIVETAN-Centro de Investigación Veterinaria Tandil (CONICET, CICPBA), Facultad de Ciencias Veterinarias, Tandil, Argentina.""]","[""Padola N"", ""Sanz M""]","[""35957815""]",2,1
aff_15be64a871c4ddaf,"School of Life Sciences, University of Warwick, Coventry, UK.","[""School of Life Sciences, University of Warwick, Coventry, UK.""]","[""Karikari T""]","[""31630412""]",1,1
aff_15fa33aa0c71b1c8,"Departamento de Neurología, Fleni, Buenos Aires, Argentina.","[""Departamento de Neurología, Fleni, Buenos Aires, Argentina.""]","[""Correale J""]","[""34935149""]",1,1
aff_162753459549e1f1,"Laboratory of Vascular Biology, Institute of Health Sciences and Health, Universidade Federal de Mato Grosso, Barra do Garcas, Brazil.","[""Laboratory of Vascular Biology, Institute of Health Sciences and Health, Universidade Federal de Mato Grosso, Barra do Garcas, Brazil.""]","[""Araujo G"", ""Giachini F"", ""Lima V""]","[""37466779""]",3,1
aff_1634010af039ed03,"Servicio de Pediatría [H.A.R.], Hospital Nacional Profesor Alejandro Posadas, BueCos Aires, Argentina.","[""Servicio de Pediatría [H.A.R.], Hospital Nacional Profesor Alejandro Posadas, BueCos Aires, Argentina.""]","[""Repetto H""]","[""26335361""]",1,1
aff_1642627823f6abd2,"Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Facultad de Medicina, Laboratorio de Biomembranas, Buenos Aires, Argentina; CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Buenos Aires, Argentina. Electronic address: mpoliti@fmed.uba.ar.","[""Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Facultad de Medicina, Laboratorio de Biomembranas, Buenos Aires, Argentina; CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Buenos Aires, Argentina. Electronic address: mpoliti@fmed.uba.ar.""]","[""Politi M""]","[""31521941""]",1,1
aff_1647eacb1e099609,"Instituto de Biotecnología, Instituto Nacional de Tecnología Agropecuaria (INTA-Castelar), Buenos Aires, Argentina.","[""Instituto de Biotecnología, Instituto Nacional de Tecnología Agropecuaria (INTA-Castelar), Buenos Aires, Argentina.""]","[""Amigo N"", ""Cataldi A""]","[""25794836""]",2,1
aff_165331cabbe62142,"Laboratorio de Fisiopatogenia, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, Buenos Aires 1121, Argentina. mmamaral74@gmail.com.","[""Laboratorio de Fisiopatogenia, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Departamento de Fisiología, Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, Buenos Aires 1121, Argentina. mmamaral74@gmail.com.""]","[""Amaral M""]","[""30360505""]",1,1
aff_16c47262ce39acb1,"Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Castro-Parodi M"", ""Damiano A"", ""Levi L"", ""Reppetti J""]","[""26568619"", ""27342375"", ""27488203""]",4,3
aff_1743cc8c7020d2af,"Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay, Facultad de Medicina, Universidad de Buenos Aires, CONICET, Buenos Aires, Argentina.","[""Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay, Facultad de Medicina, Universidad de Buenos Aires, CONICET, Buenos Aires, Argentina.""]","[""Morici J"", ""Weisstaub N""]","[""29717980""]",2,1
