PMID,Author,Affiliation
41824201,Beltramone N,"Laboratorio de Biomembranas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
41824201,Beltramone N,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41824201,Casal J,"Laboratorio de Biomembranas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
41824201,Casal J,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41824201,Grippo A,"Laboratorio de Biomembranas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
41824201,Grippo A,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41824201,Capurro C,"Laboratorio de Biomembranas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
41824201,Capurro C,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41824201,Di Giusto G,"Laboratorio de Biomembranas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
41824201,Di Giusto G,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41824201,Ford P,"Laboratorio de Biomembranas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
41824201,Ford P,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41824201,Rivarola V,"Laboratorio de Biomembranas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina. mariv@fmed.uba.ar."
41824201,Rivarola V,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina. mariv@fmed.uba.ar."
41817828,Stahl A,"Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, CONICET, 2155 Paraguay St, Buenos Aires, 1121, Argentina. agostinastahl@yahoo.com."
41817828,Stahl A,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, 2155 Paraguay St, Buenos Aires, 1121, Argentina. agostinastahl@yahoo.com."
41817828,Paz R,"Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, CONICET, 2155 Paraguay St, Buenos Aires, 1121, Argentina."
41817828,Paz R,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, 2155 Paraguay St, Buenos Aires, 1121, Argentina."
41817828,Paz R,"Department of Neurology, UCSF, San Francisco, CA, USA."
41817828,Tubert C,"Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, CONICET, 2155 Paraguay St, Buenos Aires, 1121, Argentina."
41817828,Tubert C,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, 2155 Paraguay St, Buenos Aires, 1121, Argentina."
41817828,Gomez G,"Department of Psychiatry, University of California San Diego, 9500 Gilman Dr, La Jolla, San Diego, CA, 92093, USA."
41817828,Belforte J,"Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, CONICET, 2155 Paraguay St, Buenos Aires, 1121, Argentina."
41817828,Belforte J,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, 2155 Paraguay St, Buenos Aires, 1121, Argentina."
41817828,Taravini I,"Instituto de Ciencia y Tecnología de los Alimentos de Entre Ríos (ICTAER-UNER-CONICET), Laboratorio de Neurobiología Experimental, Universidad Nacional de Entre Ríos, 1154 Peron St, Gualeguaychú, Entre Ríos, Argentina."
41817828,Rela L,"Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, CONICET, 2155 Paraguay St, Buenos Aires, 1121, Argentina."
41817828,Rela L,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, 2155 Paraguay St, Buenos Aires, 1121, Argentina."
41817828,Murer M,"Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay, Grupo de Neurociencia de Sistemas, CONICET, 2155 Paraguay St, Buenos Aires, 1121, Argentina. gmurer@fmed.uba.ar."
41817828,Murer M,"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, 2155 Paraguay St, Buenos Aires, 1121, Argentina. gmurer@fmed.uba.ar."
41800087,Sanchez D,"Universidad de Buenos Aires (UBA), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiología Renal, Buenos Aires, Argentina."
41800087,Sanchez D,"Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41800087,Fischer Sigel L,"Universidad de Buenos Aires (UBA), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiología Renal, Buenos Aires, Argentina."
41800087,Fischer Sigel L,"Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41800087,Zotta E,"Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Fisiopatología, Buenos Aires, Argentina."
41800087,Zotta E,"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas. Laboratorio de Patología y Nefrología Experimental, Buenos Aires, Argentina."
41800087,Silberstein C,"Universidad de Buenos Aires (UBA), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiología Renal, Buenos Aires, Argentina."
41800087,Silberstein C,"Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41743514,Marini M,"Departamento de Fisiología, Biología Molecular y Celular ""Dr. Héctor Maldonado"", Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina."
41743514,Marini M,"Laboratorio de Fisiología de Circuitos Neuronales, Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Dr. Bernardo Houssay"" (IFIBIO-Houssay), Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina."
41743514,Belluscio M,"Laboratorio de Fisiología de Circuitos Neuronales, Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Dr. Bernardo Houssay"" (IFIBIO-Houssay), Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina."
41743514,Belluscio M,"Departamento de Fisiología, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
41743514,Murer M,"Laboratorio de Fisiología de Circuitos Neuronales, Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Dr. Bernardo Houssay"" (IFIBIO-Houssay), Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina."
41743514,Murer M,"Departamento de Fisiología, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
41743514,Martinez M,"Departamento de Fisiología, Biología Molecular y Celular ""Dr. Héctor Maldonado"", Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Buenos Aires, Argentina."
41743514,Martinez M,"Laboratorio de Fisiología de Circuitos Neuronales, Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Dr. Bernardo Houssay"" (IFIBIO-Houssay), Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina."
41709136,Ferrary Americo M,"Departamento de Genética, Ecologia e Evolução, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil."
41709136,Ferrary Americo M,"Université Paris-Saclay, INRAE, AgroParisTech, MICALIS, Jouy-en-Josas, France."
41709136,Vilela Rodrigues T,"Departamento de Genética, Ecologia e Evolução, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil."
41709136,Vilela Rodrigues T,"Université Paris-Saclay, INRAE, AgroParisTech, MICALIS, Jouy-en-Josas, France."
41709136,Henry C,"Université Paris-Saclay, INRAE, AgroParisTech, MICALIS, Jouy-en-Josas, France."
41709136,Marques da Silva W,"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-HOUSSAY), CONICET-Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina."
41709136,Marques da Silva W,"Departamento de Microbiología, Facultad de Farmacia y Bioquímica, Biotecnología y Genética/Cátedra de Genética, Universidad de Buenos Aires, Inmunología, Ciudad Autónoma de Buenos Aires, Argentina."
41709136,Verano-Braga T,"Departamento de Fisiologia e Biofísica, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil."
41709136,Azevedo V,"Departamento de Genética, Ecologia e Evolução, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil."
41709136,Chatel J,"Université Paris-Saclay, INRAE, AgroParisTech, MICALIS, Jouy-en-Josas, France. jean-marc.chatel@inrae.fr."
41605341,Valdivia S,"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Grupo de Neurociencias de Sistemas, Buenos Aires, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) - Universidad de Buenos Aires. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina; Grupo de Neurofisiología, Instituto Multidisciplinario de Biología Celular (IMBICE), Universidad Nacional La Plata (UNLP), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Comisión de Investigaciones Científicas de la Provincia de Buenos Aires (CICPBA)), La Plata, Buenos Aires, Argentina. Electronic address: springvaldivia@gmail.com."
41605341,Agostino P,"Laboratorio de Cronobiología, Departamento de Ciencia y Tecnología, Universidad Nacional de Quilmes/ Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina."
41605341,Reynaldo M,"Grupo de Neurofisiología, Instituto Multidisciplinario de Biología Celular (IMBICE), Universidad Nacional La Plata (UNLP), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Comisión de Investigaciones Científicas de la Provincia de Buenos Aires (CICPBA)), La Plata, Buenos Aires, Argentina."
41605341,Singh S,"Division of Intramural Research National Center for Complementary and Integrative Health, 35 Convent Drive, Building 35A / Room 1E-410, Bethesda, MD 20892, USA."
41605341,Carrasquillo Y,"Division of Intramural Research National Center for Complementary and Integrative Health, 35 Convent Drive, Building 35A / Room 1E-410, Bethesda, MD 20892, USA; National Institute on Drug Abuse, National Institutes of Health, 35 Convent Drive, Building 35A / Room 1E-410, Bethesda, MD 20892, USA."
41605341,Perello M,"Grupo de Neurofisiología, Instituto Multidisciplinario de Biología Celular (IMBICE), Universidad Nacional La Plata (UNLP), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Comisión de Investigaciones Científicas de la Provincia de Buenos Aires (CICPBA)), La Plata, Buenos Aires, Argentina; Department of Surgical Sciences, Functional Pharmacology and Neuroscience, University of Uppsala, Uppsala, Sweden."
41605341,Kasanetz F,"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Grupo de Neurociencias de Sistemas, Buenos Aires, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) - Universidad de Buenos Aires. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41571758,Lacour A,"Instituto de Investigaciones Bioquímicas de Bahía Blanca (INIBIBB) CCT CONICET - Universidad Nacional del Sur (UNS), Bahía Blanca, Argentina."
41571758,Lacour A,"Departamento de Biología, Bioquímica y Farmacia, Universidad Nacional Del Sur (UNS), Bahía Blanca, Argentina."
41571758,Vassallu F,"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Buenos Aires, Argentina."
41571758,Vassallu F,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Grupo de Neurociencias de Sistemas, Buenos Aires, Argentina."
41571758,Romussi S,"Instituto de Investigaciones Bioquímicas de Bahía Blanca (INIBIBB) CCT CONICET - Universidad Nacional del Sur (UNS), Bahía Blanca, Argentina."
41571758,Romussi S,"Departamento de Biología, Bioquímica y Farmacia, Universidad Nacional Del Sur (UNS), Bahía Blanca, Argentina."
41571758,Rayes D,"Instituto de Investigaciones Bioquímicas de Bahía Blanca (INIBIBB) CCT CONICET - Universidad Nacional del Sur (UNS), Bahía Blanca, Argentina. drayes@criba.edu.ar."
41571758,Rayes D,"Departamento de Biología, Bioquímica y Farmacia, Universidad Nacional Del Sur (UNS), Bahía Blanca, Argentina. drayes@criba.edu.ar."
41571758,Igaz L,"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Buenos Aires, Argentina. lmuller@fmed.uba.ar."
41571758,Igaz L,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Grupo de Neurociencias de Sistemas, Buenos Aires, Argentina. lmuller@fmed.uba.ar."
41489386,Ramos-Aloi A,"Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Laboratorio de Neurofisiopatología, Facultad de Medicina, Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO), Ciudad de Buenos Aires, Argentina."
41489386,Arias L,"Laboratorio de Bacteriología General, Instituto de Patobiología Veterinaria, Instituto Nacional de Tecnología Agropecuaria-Consejo Nacional de Investigaciones Científicas y Tecnológicas (IPVet), INTA-CONICET, William C. Morris, Argentina."
41489386,Pinto A,"Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Laboratorio de Neurofisiopatología, Facultad de Medicina, Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO), Ciudad de Buenos Aires, Argentina."
41489386,Goldstein J,"Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Laboratorio de Neurofisiopatología, Facultad de Medicina, Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO), Ciudad de Buenos Aires, Argentina."
41457365,Sterba J,"Departamento de Ciencias Fisiológicas. Laboratorio de Biomembranas, Universidad de Buenos Aires, Facultad de Ciencias Médicas, Buenos Aires, Argentina."
41457365,Sterba J,"CONICET-Universidad de Buenos Aires. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41457365,Beltramone N,"Departamento de Ciencias Fisiológicas. Laboratorio de Biomembranas, Universidad de Buenos Aires, Facultad de Ciencias Médicas, Buenos Aires, Argentina."
41457365,Beltramone N,"CONICET-Universidad de Buenos Aires. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41457365,Celi A,"Departamento de Ciencias Fisiológicas. Laboratorio de Biomembranas, Universidad de Buenos Aires, Facultad de Ciencias Médicas, Buenos Aires, Argentina."
41457365,Celi A,"CONICET-Universidad de Buenos Aires. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
41457365,Casal J,"Departamento de Ciencias Fisiológicas. Laboratorio de Biomembranas, Universidad de Buenos Aires, Facultad de Ciencias Médicas, Buenos Aires, Argentina."
41457365,Casal J,"CONICET-Universidad de Buenos Aires. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
