Affiliation,N_records,N_papers,N_authors
"Nephrology Service, Hospital Britanico de Buenos Aires, Perdriel 74, 1280 Buenos Aires, Argentina.",8,1,8
"National Polytechnic Institute (IPN), CIIDIR-Durango, Academia de Genómica, Durango, Mexico.",3,1,3
"Molecular Medicine Research Group, Robarts Research Institute, and Department of Physiology and Pharmacology, Schulich School of Medicine and Dentistry, Western University, London, ON, Canada.",2,1,2
"Mindich Child Health and Development Institute, Icahn School of Medicine at Mount Sinai, New York, NY, USA.",1,1,1
"Mindich Child Health and Development Institute, Departments of Pediatrics and Genetics and Genomic Sciences, Icahn School of Medicine at Mount Sinai, New York, New York 10029.",1,1,1
"Millennium Institute on Immunology and Immunotherapy, Santiago, Chile.",2,1,2
"Midlands Integrative Biosciences Training Partnership, University of Warwick, Coventry, UK.",1,1,1
"Microbiología, Facultad de Ciencias Veterinarias, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Nephrology Service, Hospital Británico de Buenos Aires, Perdriel 74, 1280 Buenos Aires, Argentina.",7,1,7
"Laboratory of Reproduction and Metabolism, CEFYBO, CONICET, School of Medicine, University of Buenos Aires, Paraguay 2155 (1121), Buenos Aires, Argentina. evacapobianco@yahoo.com.ar.",1,1,1
"Laboratory of Neurobiology II, Neurobiology Program, Institute of Biophysics Carlos Chagas Filho, Federal University of Rio de JaneiroRio de Janeiro, Brazil; Instituto de Neurologia Deolindo Couto, Federal University of Rio de JaneiroRio de Janeiro, Brazil.",1,1,1
"Laboratory of Motor Cognition, Department of Anatomy, Federal University of Pará Belém, Brazil.",1,1,1
"Instituto de Investigaciones Biotecnológicas Rodolfo Ugalde-Instituto Tecnológico de Chascomús (IIB-INTECH), Universidad Nacional de San Martín (UNSAM), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina.",2,1,2
"Laboratory of Memory Research and Molecular Cognition, Institute for Cell Biology and Neuroscience, CONICET and University of Buenos Aires Medical School Buenos Aires, Argentina.",1,1,1
"Laboratory of Memory Research and Molecular Cognition, Institute for Cell Biology and Neuroscience CONICET and University of Buenos Aires Medical School, Buenos Aires, Argentina.",3,1,3
"Laboratory of Genetic Engineering and Molecular Biology, Institute of Basic and Applied Microbiology, National University of Quilmes, Bernal, Buenos Aires 1876, Argentina. lbentan@unq.edu.ar.",1,1,1
"Instituto de Investigaciones Bioquímicas de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina.",1,1,1
"Laboratory of Biomembranes, Institute of Physiology and Biophysics Bernardo Houssay (IFIBIO Houssay), School of Medicine, University of Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Laboratory of Biology of Reproduction, IFIBIO, CONICET, School of Medicine, University of Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Laboratory of Amyloidosis and Neurodegeneration, Fundación Instituto Leloir, Buenos Aires, Argentina.",1,1,1
"Laboratory Services, Hospital Británico de Buenos Aires, Perdriel 74, 1280 Buenos Aires, Argentina.",3,1,3
"Laboratory Service, Hospital Britanico de Buenos Aires, Perdriel 74, 1280 Buenos Aires, Argentina.",3,1,3
"Laboratorio de Regulación Hipofisaria, Instituto de Biología y Medicina Experimental (IBYME CONICET), Vuelta de Obligado 2490, Buenos Aires, 1428, Argentina.",1,1,1
"Laboratorio de Investigación Aplicada a Neurociencias (LIAN), Instituto de Neurociencias (INEU), FLENI-CONICET, Buenos Aires, Argentina.",7,1,7
"Laboratorio de Patogénesis y de Procesos Infecciosos, Instituto de Medicina Experimental, (IMEX-CONICET), Academia Nacional de Medicina, Argentina.",1,1,1
"Laboratory of Experimental Pathology, Department of Microbiology (IMPaM-CONICET), School of Medicine, University of Buenos Aires, National Scientific and Technical Research Council, Buenos Aires, Argentina.",1,1,1
"Lyon Neuroscience Research Center, Centre National de la Recherche Scientifique UMR 5292 - Institut National de la Santé et de la Recherche Médicale U1028 - Université Claude Bernard Lyon1 Lyon, France.",1,1,1
"Laboratório de Biofármacos, Instituto Butantan, Sao Paulo 05503-900, Brazil.",2,1,2
"Laboratório de Biofármacos em Células Animais, Instituto Butantan, São Paulo, SP 05503-900, Brazil. wagner.quintilio@butantan.gov.br.",1,1,1
"Laboratório de Biofármacos em Células Animais, Instituto Butantan, São Paulo, SP 05503-900, Brazil. ana.moro@butantan.gov.br.",1,1,1
"Instituto de Investigaciones Bioquímicas de La Plata (INIBIOLP) ""Prof. Dr. Rodolfo R. Brenner"", Universidad Nacional de La Plata, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Médicas, Av. 60 y Av. 120, La Plata, Argentina; Universidad Nacional de La Plata, Facultad de Ciencias Médicas, Av. 60 y Av. 120, La Plata, Argentina.",1,1,1
"Laboratório de Bacteriologia, Instituto Butantan, São Paulo, SP 05503-900, Brazil.",6,1,6
"Laboratório de Bacteriologia, Instituto Butantan, São Paulo, Brazil.",5,1,5
"Laboratory of Vascular Biology and Histopathology, Institute of Health Sciences and Health, Federal University of Mato Grosso , Barra Do Garcas, Brazil.",4,1,4
"Laboratório de Bacteriologia, Instituto Butantan, São Paulo 05503900, Brasil. daniedaluz@yahoo.com.br.",1,1,1
"Instituto de Investigaciones Bioquímicas de La Plata (INIBIOLP), CCT-La Plata, CONICET, Facultad de Ciencias Médicas, Universidad Nacional de La Plata, Buenos Aires, Argentina.",2,1,2
"Laboratório de Bacteriologia, Instituto Butantan, Sao Paulo 05503-900, Brazil.",4,1,4
"Laboratory of Vascular Physiology, Department of Basic Sciences, Faculty of Sciences, Universidad del Bio-Bio, Chillan, Chile.",1,1,1
"Laboratory of Vascular Biology, Institute of Health Sciences and Health, Universidade Federal de Mato Grosso, Barra do Garcas, MT, Brazil.",2,1,2
"Laboratory of Vascular Biology, Institute of Health Sciences and Health, Universidade Federal de Mato Grosso, Barra do Garcas, Brazil.",3,1,3
"Laboratory of Vascular Biology, Institute of Health Sciences and Health, Universidad Federal De Mato Grosso, Barra Do Garcas, Brazil.",3,1,3
"Laboratory of Vascular Biology, Institute of Biological Sciences and Health, Federal University of Mato Grosso, Barra do Garças, Brazil.",1,1,1
"Laboratório de Bacteriologia, Instituto Butantan, São Paulo 05503900, Brasil. roxane@butantan.gov.br.",1,1,1
"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)-CONICET-Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina. adamiano@ffyb.uba.ar.",1,1,1
"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)-CONICET-Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina; Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina. Electronic address: adamiano@ffyb.uba.ar.",1,1,1
"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)-UBA-CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",7,1,7
"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay)- CONICET, Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Laboratorio de Biomembranas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina.",8,1,8
"Laboratorio de Biomembranas, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina. mariv@fmed.uba.ar.",1,1,1
"Laboratorio de Biomembranas, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Universidad de Buenos Aires, Buenos Aires, Argentina.",6,1,6
"Instituto de Química, Pontificia Universidad Católica de Valparaíso, Valparaíso, Chile.",2,1,2
"Laboratorio de Biomembranas, IFIBIO Houssay, CONICET-UBA, Departamento de Ciencia Fisiológicas, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",8,1,8
"Laboratorio de Biomembranas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" IFIBIO-HOUSSAY., Universidad de Buenos Aires. CONICET, Paraguay 2155 piso 7, C1121ABG, Buenos Aires, Argentina. mariv@fmed.uba.ar.",1,1,1
"Laboratorio de Biomembranas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina.",2,1,2
"Laboratorio de Biomembranas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina. E-mail: rdorr@fmed.uba.ar.",1,1,1
"Laboratorio de Biomembranas. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay). Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, C1121ABG Buenos Aires, Argentina.",1,1,1
"Laboratorio de Biomembranas. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay). Facultad de Medicina, Universidad de Buenos Aires, Paraguay 2155, C1121ABG Buenos Aires, Argentina. Electronic address: teresapoliti@yahoo.com.ar.",1,1,1
"Laboratorio de Cronobiología, Departamento de Ciencia y Tecnología, Universidad Nacional de Quilmes/ Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina.",1,1,1
"Laboratorio de Investigaciones Biomédicas, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Paraguay, Buenos Aires, Argentina.",3,1,3
"Laboratorio de Fisiología Renal, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires (UBA); Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET).",2,1,2
"Laboratorio de Fisiología Renal, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires (UBA); Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Universidad de Buenos Aires - Consejo Nacional de Investigaciones Científicas y Tecnológicas (CONICET); csilber@fmed.uba.ar.",1,1,1
"Laboratorio de Fisiología de Circuitos Neuronales, Departamento de Fisiología, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"", Universidad de Buenos Aires - CONICET, Paraguay 2155 - 7th floor, Ciudad Autónoma de Buenos Aires, C1121ABG Buenos Aires, Argentina. Electronic address: ceciliamartinez256@gmail.com.",1,1,1
"Laboratorio de Fisiología de Circuitos Neuronales, Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Dr. Bernardo Houssay"" (IFIBIO-Houssay), Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina.",4,1,4
"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina; Universidad de Buenos Aires (UBA), Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica, Junín 956, C1113AAD Buenos Aires, Argentina. Electronic address: pjs@qb.ffyb.uba.ar.",1,1,1
"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina; Universidad de Buenos Aires (UBA), Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica, Junín 956, C1113AAD Buenos Aires, Argentina.",4,1,4
"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina. Electronic address: jschachter@qb.ffyb.uba.ar.",1,1,1
"Instituto de Química y Físico-Química Biológicas ""Prof. Alejandro C. Paladini"", Universidad de Buenos Aires (UBA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Farmacia y Bioquímica, Junín 956, C1113AAD Buenos Aires, Argentina.",1,1,1
"Laboratorio de Fisiología de Circuitos Neuronales, Instituto de Fisiología y Biofísica (IFIBIO Houssay), CONICET. Facultad de Medicina, Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina. Electronic address: gmurer@gmail.com.",1,1,1
"Laboratorio de Fisiología de la Preñez y el Parto, Facultad de Medicina, Centro de Estudios Farmacológicos y Botánicos - CONICET (CEFyBO), CONICET - Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
"Laboratorio de Fisiología de los Procesos Inflamatorios. Instituto de Medicina Experimental (IMEX-CONICET). Academia Nacional de Medicina, Buenos Aires, Argentina.",7,1,7
"Laboratorio de Fisiopatogenia, Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",4,1,4
"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Facultad de Medicina, Instituto de Fisiología y Biofísica Bernardo Houssay (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Facultad de Medicina, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina.",3,1,3
"Laboratorio de Fisiopatogenia, Departamento de Fisiología, IFIBIO-Houssay UBA-CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",4,1,4
"Laboratorio de Endocrinología, Hospital de Pediatría S.A.M.I.C. Prof. Dr. Juan P. Garrahan, Buenos Aires, Argentina.",1,1,1
"Laboratoire de Neurosciences Cognitives et Adaptatives, UMR 7364, CNRS, Université de Strasbourg, 12 rue Goethe, Strasbourg, France. Electronic address: zwiller@unistra.fr.",1,1,1
"Laboratorio Bases Neuronales del Comportamiento, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Laboratorio Bases neuronales del comportamiento, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina.",3,1,3
"Laboratorio De Biología De La Reproducción, IFIBIO Houssay-UBA-CONICET, Buenos Aires, Argentina.",1,1,1
"Laboratorio De Biología De La Reproducción, Instituto De Fisiología Y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad De Medicina, Universidad De Buenos Aires . Buenos Aires, Argentina.",1,1,1
"Laboratorio De Fisiopatogenia, Instituto De Fisiología Y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Departamento De Fisiología, Facultad De Medicina, Universidad De Buenos Aires . Buenos Aires, Argentina.",1,1,1
"Laboratorio de Bacteriología General, Instituto de Patobiología Veterinaria, Instituto Nacional de Tecnología Agropecuaria-Consejo Nacional de Investigaciones Científicas y Tecnológicas (IPVet), INTA-CONICET, William C. Morris, Argentina.",1,1,1
"Laboratorio de Biología de La Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad de Medicina, Universidad de Buenos Aires. Buenos Aires, Argentina.",1,1,1
"Laboratorio de Biología de La Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad de Medicina, Universidad de Buenos Aires. Buenos Aires, Argentina. Electronic address: noraalicia.martinez@gmail.com.",1,1,1
"Laboratorio de Biología de La Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad de Medicina, Universidad de Buenos Aires. Buenos Aires, Argentina; Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Argentina.",1,1,1
"Laboratorio de Biología de la Reproducción, Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.",2,1,2
"Laboratorio de Biología de la Reproducción, Facultad de Medicina, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)-Universidad de Buenos Aires, Buenos Aires, Argentina.",1,1,1
