GeneID,Symbol,TaxID,Ensembl,SwissProt,TrEMBL,RefSeq_RNA,RefSeq_Protein
2717,GLA,9606,['ENSG00000102393'],['P06280'],"['A0A3B3IRU3', 'A0A3B3IUC4', 'A0A669KB83', 'A0A6Q8PFA9', 'A0A6Q8PGG0', 'A0A6Q8PHD1', 'A0A6Q8PHM8', 'A0AA34QW02', 'Q53Y83', 'V9GYN5']","['NM_000169.3', 'NM_001406747.1', 'NM_001406748.1', 'NM_001406749.1', 'NR_164783.1', 'NR_176252.1', 'NR_176253.1', 'XM_047441990.1', 'XM_054326833.1']","['NP_000160.1', 'NP_001393676.1', 'NP_001393677.1', 'NP_001393678.1', 'XP_047297946.1', 'XP_054182808.1']"
22353,Vip,10090,"['ENSFALG00000024261', 'ENSMSIG00000029272', 'ENSMUSG00000019772', 'ENSNVIG00000008088']",['P32648'],['A0A0R4J003'],"['NM_001313969.1', 'NM_001407530.1', 'NM_001407531.1', 'NM_001407532.1', 'NM_001407533.1', 'NM_001407534.1', 'NM_011702.3', 'XM_006512446.2']","['NP_001300898.1', 'NP_001394459.1', 'NP_001394460.1', 'NP_001394461.1', 'NP_001394462.1', 'NP_001394463.1', 'NP_035832.1', 'XP_006512509.1']"
17395,Mmp9,10090,"['ENSMSIG00000022759', 'ENSMUSG00000017737', 'ENSNVIG00000009799']",['P41245'],['A2A5K8'],"['NM_013599.5', 'XM_006498861.3']","['NP_038627.1', 'XP_006498924.1']"
63888,A4galt,10116,['ENSRNOG00000009736'],['Q9JI93'],[],"['NM_001439636.1', 'NM_022240.3', 'XM_006242117.5', 'XM_006242118.5', 'XM_017595081.3']","['NP_001426565.1', 'NP_071576.1', 'XP_006242179.1', 'XP_006242180.1', 'XP_017450570.1']"
1812,DRD1,9606,['ENSG00000184845'],['P21728'],[],['NM_000794.5'],['NP_000785.1']
83785,Vegfa,10116,['ENSRNOG00000019598'],['P16612'],"['A0A8I5ZN58', 'A0ABK0LNH0', 'A0ACM8Q244', 'B5DEK7', 'F1M6X1', 'F8WG85', 'G8JLS5', 'Q541S7']","['NM_001110333.2', 'NM_001110334.2', 'NM_001110335.1', 'NM_001110336.1', 'NM_001287107.1', 'NM_001287108.1', 'NM_001287110.1', 'NM_001287111.1', 'NM_001287112.1', 'NM_001287113.1', 'NM_001287114.1', 'NM_001317043.1', 'NM_031836.3', 'NR_105011.1']","['NP_001103803.1', 'NP_001103804.1', 'NP_001103805.1', 'NP_001103806.1', 'NP_001274036.1', 'NP_001274037.1', 'NP_001274039.1', 'NP_001274040.1', 'NP_001274041.1', 'NP_001274042.1', 'NP_001274043.1', 'NP_001303972.1', 'NP_114024.2']"
3805,KIR2DL4,9606,"['ENSG00000189013', 'ENSG00000273498', 'ENSG00000273575', 'ENSG00000274189', 'ENSG00000274193', 'ENSG00000274232', 'ENSG00000274609', 'ENSG00000274945', 'ENSG00000274955', 'ENSG00000275237', 'ENSG00000275317', 'ENSG00000275456', 'ENSG00000275699', 'ENSG00000275732', 'ENSG00000275848', 'ENSG00000276044', 'ENSG00000276779', 'ENSG00000276979', 'ENSG00000277076', 'ENSG00000277355', 'ENSG00000277362', 'ENSG00000277540', 'ENSG00000277750', 'ENSG00000277850', 'ENSG00000277964', 'ENSG00000278074', 'ENSG00000278201', 'ENSG00000278271', 'ENSG00000278430', 'ENSG00000278606', 'ENSG00000283869', 'ENSG00000283961', 'ENSG00000283986', 'ENSG00000284013', 'ENSG00000284206', 'ENSG00000284340', 'ENSG00000284365', 'ENSG00000284457', 'ENSG00000284460', 'ENSG00000284509', 'ENSG00000284562']",['Q99706'],"['A0A0B4J1S6', 'A0A0G2JLM0', 'A0A0G2JLM4', 'A0A0G2JLN0', 'A0A0G2JLZ7', 'A0A0G2JMD1', 'A0A0G2JMQ9', 'A0A0G2JN69', 'A0A0G2JNE8', 'A0A0G2JNG7', 'A0A0G2JPS9', 'A0A0G2JQ13', 'A0A0G2JQ39', 'A0A1W2PQV0', 'A0A376A929', 'A0ACI8PT46', 'A8MT18', 'E7EST5', 'K7RE46', 'Q8N736']","['NM_001080770.2', 'NM_001080772.2', 'NM_001258383.1', 'NM_002255.6']","['NP_001074239.1', 'NP_001074241.1', 'NP_002246.5']"
3791,KDR,9606,['ENSG00000128052'],['P35968'],['A0ACI8T581'],['NM_002253.4'],['NP_002244.1']
81646,Creb1,10116,['ENSRNOG00000013412'],['P15337'],[],"['NM_031017.2', 'NM_134443.2', 'XM_006245070.4', 'XM_039084245.2', 'XM_039084247.2', 'XM_063267770.1', 'XM_063267771.1', 'XR_005488972.2', 'XR_010054634.1']","['NP_112279.1', 'NP_604392.2', 'XP_006245132.1', 'XP_038940173.1', 'XP_038940175.1', 'XP_063123840.1', 'XP_063123841.1']"
84577,Hdac2,10116,['ENSRNOG00000000604'],[],"['A0A8I6AP99', 'A0ABK0LVE7', 'B1WBY8', 'F7ENH8']","['NM_053447.2', 'XM_063279578.1', 'XM_063279579.1']","['NP_445899.1', 'XP_063135648.1', 'XP_063135649.1']"
18125,Nos1,10090,"['ENSMPUG00000002815', 'ENSMSIG00000000112', 'ENSMUSG00000029361', 'ENSNVIG00000013864']",['Q9Z0J4'],"['F8WGF2', 'S4R1D5', 'S4R255']","['NM_001436389.1', 'NM_001436390.1', 'NM_008712.4']","['NP_001423318.1', 'NP_001423319.1', 'NP_032738.1']"
6549,SLC9A2,9606,['ENSG00000115616'],['Q9UBY0'],"['A0ACI8S8M2', 'A0ACI8SDZ5']","['NM_003048.6', 'XM_047445572.1', 'XM_054343499.1']","['NP_003039.2', 'XP_047301528.1', 'XP_054199474.1']"
6550,SLC9A3,9606,"['ENSG00000066230', 'ENSG00000281861']",['P48764'],['A0A2R8Y780'],"['NM_001284351.3', 'NM_004174.4']","['NP_001271280.1', 'NP_004165.2']"
15558,Htr2a,10090,"['ENSMSIG00000020690', 'ENSMUSG00000034997']",['P35363'],['Q543D4'],['NM_172812.3'],['NP_766400.1']
15550,Htr1a,10090,['ENSMUSG00000021721'],['Q64264'],[],['NM_008308.5'],['NP_032334.2']
15530,Hspg2,10090,"['ENSMPUG00000016005', 'ENSMSIG00000031160', 'ENSMUSG00000028763', 'ENSNVIG00000017317']",['Q05793'],"['A0A571BD72', 'B1B0C7', 'E9PZ16', 'Q2XQV0', 'Q3UHH3', 'Q52KG8']","['NM_008305.4', 'XM_006538575.2', 'XM_030253229.1', 'XM_036163696.1']","['NP_032331.2', 'XP_006538638.1', 'XP_030109089.1', 'XP_036019589.1']"
818,CAMK2G,9606,['ENSG00000148660'],['Q13555'],"['A0A2Q3DQE3', 'A0A804CJ50', 'A0A8V8TPN2', 'A0A8V8TQ60', 'A0A8V8TQ77', 'A0A8V8TQ82', 'A0A8V8TQW6', 'A0A8V8TR68', 'A0A8V8TR72', 'A0ACI8PGU3', 'A0ACI8PGX5', 'A0ACI8PGZ3', 'A0ACI8PHF9', 'A0ACI8PHH0', 'A0ACI8PJU5', 'A0ACI8PRS8', 'A0ACI8PXM6', 'A0ACI8Q454', 'A0ACI8Q5A0', 'A0ACI8QD95', 'A0ACI8QGR4', 'A0ACI8QQ46', 'A0ACI8QQS5', 'A0ACI8R3L0', 'A0ACI8R8P0', 'A0ACI8R8Q4', 'A0ACI8RF34', 'A0ACI8RJ86', 'A0ACI8RQD0', 'A0ACI8RVC8', 'A0ACI8RVD9', 'A0ACI8RYR4', 'A0ACI8RYS5', 'A0ACI8TYJ1', 'A0ACI8TYM7', 'A0ACI8TYT4', 'A0ACI8TYU6', 'A0ACI8VAG8', 'A0ACI8VAH4', 'A0ACI8VAJ5', 'A0ACI8VAK0', 'A0ACI8VAK4', 'A0ACI8VAK5', 'A0ACI8VAM1', 'A0ACI8VAM3', 'A0ACI8VAR0', 'A0ACI8VAX5', 'A0ACI8VE76', 'A0ACI8VEN3', 'A0ACI8VF67', 'A0ACI8VFD1', 'A0ACI8VGH6', 'A0ACI8VGH9', 'A0ACI8VGI0', 'B3KY86', 'H0Y4S4', 'H0Y6G2', 'Q13280', 'Q5SWX3']","['NM_001204492.2', 'NM_001222.4', 'NM_001320898.2', 'NM_001367514.1', 'NM_001367516.1', 'NM_001367517.1', 'NM_001367518.1', 'NM_001367519.1', 'NM_001367520.1', 'NM_001367521.1', 'NM_001367522.1', 'NM_001367523.1', 'NM_001367524.1', 'NM_001367525.1', 'NM_001367526.1', 'NM_001367527.1', 'NM_001367528.1', 'NM_001367529.1', 'NM_001367530.1', 'NM_001367531.1', 'NM_001367532.1', 'NM_001367533.1', 'NM_001367534.1', 'NM_001367535.1', 'NM_001367536.1', 'NM_001367537.1', 'NM_001367538.1', 'NM_001367539.1', 'NM_001367540.1', 'NM_001367541.1', 'NM_001367542.1', 'NM_001367543.1', 'NM_001367544.1', 'NM_001367545.1', 'NM_001367546.1', 'NM_001367547.1', 'NM_001367548.1', 'NM_172169.3', 'NM_172170.5', 'NM_172171.3', 'NM_172172.1', 'NM_172173.3', 'NR_160040.1', 'NR_160041.1', 'NR_160042.1', 'NR_160044.1', 'NR_160045.1', 'NR_160046.1', 'NR_160047.1', 'NR_160263.1', 'XM_005270198.2', 'XM_005270205.2', 'XM_006717996.2', 'XM_006717998.2', 'XM_017016730.2', 'XM_024448218.2', 'XM_047425797.1', 'XM_047425798.1', 'XM_047425799.1', 'XM_047425800.1', 'XM_047425801.1', 'XM_047425802.1', 'XM_047425803.1', 'XM_047425804.1', 'XM_047425805.1', 'XM_054366844.1', 'XM_054366845.1', 'XM_054366846.1', 'XM_054366847.1', 'XM_054366848.1', 'XM_054366849.1', 'XM_054366850.1', 'XM_054366851.1', 'XM_054366852.1', 'XM_054366853.1', 'XM_054366854.1', 'XM_054366855.1', 'XM_054366856.1', 'XM_054366857.1', 'XM_054366858.1', 'XR_001747218.2', 'XR_007061990.1', 'XR_007061991.1', 'XR_007061992.1', 'XR_007061993.1', 'XR_007061994.1', 'XR_007061995.1', 'XR_007061996.1', 'XR_007061997.1', 'XR_007061998.1', 'XR_007061999.1', 'XR_007062000.1', 'XR_008488274.1', 'XR_008488275.1', 'XR_008488276.1', 'XR_008488277.1', 'XR_008488278.1', 'XR_008488279.1', 'XR_008488280.1', 'XR_008488281.1', 'XR_008488282.1', 'XR_008488283.1', 'XR_008488284.1', 'XR_008488285.1', 'XR_008488286.1', 'XR_008488287.1', 'XR_945821.2', 'XR_945822.2']","['NP_001191421.1', 'NP_001213.2', 'NP_001307827.1', 'NP_001354443.1', 'NP_001354445.1', 'NP_001354446.1', 'NP_001354447.1', 'NP_001354448.1', 'NP_001354449.1', 'NP_001354450.1', 'NP_001354451.1', 'NP_001354452.1', 'NP_001354453.1', 'NP_001354454.1', 'NP_001354455.1', 'NP_001354456.1', 'NP_001354457.1', 'NP_001354458.1', 'NP_001354459.1', 'NP_001354460.1', 'NP_001354461.1', 'NP_001354462.1', 'NP_001354463.1', 'NP_001354464.1', 'NP_001354465.1', 'NP_001354466.1', 'NP_001354467.1', 'NP_001354468.1', 'NP_001354469.1', 'NP_001354470.1', 'NP_001354471.1', 'NP_001354472.1', 'NP_001354473.1', 'NP_001354474.1', 'NP_001354475.1', 'NP_001354476.1', 'NP_001354477.1', 'NP_751909.1', 'NP_751910.1', 'NP_751911.1', 'NP_751913.1', 'XP_005270255.1', 'XP_005270262.1', 'XP_006718059.1', 'XP_006718061.1', 'XP_016872219.1', 'XP_024303986.1', 'XP_047281753.1', 'XP_047281754.1', 'XP_047281755.1', 'XP_047281756.1', 'XP_047281757.1', 'XP_047281758.1', 'XP_047281759.1', 'XP_047281760.1', 'XP_047281761.1', 'XP_054222819.1', 'XP_054222820.1', 'XP_054222821.1', 'XP_054222822.1', 'XP_054222823.1', 'XP_054222824.1', 'XP_054222825.1', 'XP_054222826.1', 'XP_054222827.1', 'XP_054222828.1', 'XP_054222829.1', 'XP_054222830.1', 'XP_054222831.1', 'XP_054222832.1', 'XP_054222833.1']"
836,CASP3,9606,['ENSG00000164305'],['P42574'],"['A0A8V8TPU5', 'A0ACI8U200', 'A8MVM1', 'C9JXR7']","['NM_001354777.2', 'NM_001354779.2', 'NM_001354780.2', 'NM_001354781.2', 'NM_001354782.2', 'NM_001354783.2', 'NM_001354784.2', 'NM_001440946.1', 'NM_004346.4', 'NM_032991.3', 'XM_047416236.1', 'XM_047416237.1', 'XM_047416238.1', 'XM_047416239.1', 'XM_054350955.1', 'XM_054350956.1', 'XM_054350957.1', 'XM_054350958.1']","['NP_001341706.1', 'NP_001341708.1', 'NP_001341709.1', 'NP_001341710.1', 'NP_001341711.1', 'NP_001341712.1', 'NP_001341713.1', 'NP_001427875.1', 'NP_004337.2', 'NP_116786.1', 'XP_047272192.1', 'XP_047272193.1', 'XP_047272194.1', 'XP_047272195.1', 'XP_054206930.1', 'XP_054206931.1', 'XP_054206932.1', 'XP_054206933.1']"
91433,RCCD1,9606,['ENSG00000166965'],['A6NED2'],"['A0ABJ7H348', 'A0ACI8P7K0', 'A0ACI8QMN7', 'A0ACI8R747', 'A0ACI8VRE6', 'A0ACI8VRH0', 'G3V2I3', 'G3V3Q4']","['NM_001017919.2', 'NM_033544.3', 'XM_047433316.1', 'XM_047433317.1', 'XM_047433318.1', 'XM_054379171.1', 'XM_054379172.1', 'XM_054379173.1']","['NP_001017919.1', 'NP_291022.2', 'XP_047289272.1', 'XP_047289273.1', 'XP_047289274.1', 'XP_054235146.1', 'XP_054235147.1', 'XP_054235148.1']"
5594,MAPK1,9606,['ENSG00000100030'],['P28482'],"['A0ACI8PXQ8', 'A0ACI8QXI8', 'A0ACI8V774', 'Q499G7']","['NM_002745.5', 'NM_138957.3']","['NP_002736.3', 'NP_620407.1']"
2166,FAAH,9606,['ENSG00000117480'],['O00519'],"['A0A087WYA0', 'A0ACI8PUP8', 'A0ACI8PUV7', 'A0ACI8PVY6', 'A0ACI8Q0I9', 'A0ACI8Q613', 'A0ACI8QA91', 'A0ACI8QJH1', 'A0ACI8QUA6', 'A0ACI8QYW3', 'A0ACI8R714', 'A0ACI8R929', 'A0ACI8RDZ3', 'A0ACI8RIY1', 'A0ACI8RMB7', 'A0ACI8RW01', 'A0ACI8S133', 'A0ACI8S538', 'A0ACI8S781', 'A0ACI8TXT7', 'A0ACI8TXZ8', 'A0ACI8TY24', 'A0ACI8TY28', 'A0ACI8TYI4', 'A0ACI8TYJ5', 'A0ACI8UNX4']",['NM_001441.3'],['NP_001432.2']
1302,COL11A2,9606,"['ENSG00000204248', 'ENSG00000206290', 'ENSG00000223699', 'ENSG00000227801', 'ENSG00000230930', 'ENSG00000232541', 'ENSG00000235708']",['P13942'],"['A0A0C4DFS1', 'A0A0G2JHD9', 'A0A0G2JI07', 'A0A0G2JL35', 'A0A0G2JL78', 'A0A140T9A1', 'A0A140T9N1', 'A0A140T9X7', 'A0A140TA43', 'A0A140TA54', 'A0ACI8TIH8', 'A2AAS7', 'H0YIS1', 'Q4VXY6']","['NM_001163771.2', 'NM_001424108.1', 'NM_001424109.1', 'NM_001424110.1', 'NM_001424111.1', 'NM_001424112.1', 'NM_080679.3', 'NM_080680.3', 'NM_080681.3', 'NR_187605.1', 'XM_011514299.3', 'XM_011514300.3', 'XM_011514302.3', 'XM_017010250.2', 'XM_017010251.3', 'XM_047418183.1', 'XM_054329736.1', 'XM_054330229.1', 'XM_054330231.1', 'XM_054330232.1', 'XM_054330233.1', 'XM_054330234.1', 'XM_054330517.1', 'XM_054330518.1', 'XM_054330519.1', 'XM_054330520.1', 'XM_054330521.1', 'XM_054330522.1', 'XM_054330523.1', 'XM_054330524.1', 'XM_054330764.1', 'XM_054330765.1', 'XM_054330766.1', 'XM_054330768.1', 'XM_054330769.1', 'XM_054330770.1', 'XM_054330771.1', 'XM_054330772.1', 'XM_054331001.1', 'XM_054331002.1', 'XM_054331003.1', 'XM_054331004.1', 'XM_054331005.1', 'XM_054331006.1', 'XM_054331007.1', 'XM_054331008.1', 'XM_054354222.1', 'XM_054354223.1', 'XM_054354224.1', 'XM_054354226.1', 'XM_054354227.1', 'XM_054354228.1', 'XM_054354229.1', 'XM_054354230.1']","['NP_001157243.1', 'NP_001411037.1', 'NP_001411038.1', 'NP_001411039.1', 'NP_001411040.1', 'NP_001411041.1', 'NP_542410.2', 'NP_542411.2', 'NP_542412.2', 'XP_011512601.1', 'XP_011512602.1', 'XP_011512604.1', 'XP_016865739.1', 'XP_016865740.1', 'XP_047274139.1', 'XP_054185711.1', 'XP_054186204.1', 'XP_054186206.1', 'XP_054186207.1', 'XP_054186208.1', 'XP_054186209.1', 'XP_054186492.1', 'XP_054186493.1', 'XP_054186494.1', 'XP_054186495.1', 'XP_054186496.1', 'XP_054186497.1', 'XP_054186498.1', 'XP_054186499.1', 'XP_054186739.1', 'XP_054186740.1', 'XP_054186741.1', 'XP_054186743.1', 'XP_054186744.1', 'XP_054186745.1', 'XP_054186746.1', 'XP_054186747.1', 'XP_054186976.1', 'XP_054186977.1', 'XP_054186978.1', 'XP_054186979.1', 'XP_054186980.1', 'XP_054186981.1', 'XP_054186982.1', 'XP_054186983.1', 'XP_054210197.1', 'XP_054210198.1', 'XP_054210199.1', 'XP_054210201.1', 'XP_054210202.1', 'XP_054210203.1', 'XP_054210204.1', 'XP_054210205.1']"
1268,CNR1,9606,['ENSG00000118432'],['P21554'],"['F8W908', 'V5KA96']","['NM_001160226.3', 'NM_001160258.3', 'NM_001160259.3', 'NM_001160260.1', 'NM_001365869.2', 'NM_001365870.2', 'NM_001365872.2', 'NM_001365874.3', 'NM_001370545.1', 'NM_001370546.1', 'NM_001370547.1', 'NM_001424094.1', 'NM_001424095.1', 'NM_001424096.1', 'NM_001424097.1', 'NM_001424098.1', 'NM_016083.6', 'NM_033181.4', 'XM_047418171.1', 'XM_047418172.1', 'XM_047418173.1', 'XM_054354204.1', 'XM_054354205.1', 'XM_054354206.1']","['NP_001153698.1', 'NP_001153730.1', 'NP_001153731.1', 'NP_001352798.1', 'NP_001352799.1', 'NP_001352801.1', 'NP_001352803.1', 'NP_001357474.1', 'NP_001357475.1', 'NP_001357476.1', 'NP_001411023.1', 'NP_001411024.1', 'NP_001411025.1', 'NP_001411026.1', 'NP_001411027.1', 'NP_057167.2', 'NP_149421.2', 'XP_047274127.1', 'XP_047274128.1', 'XP_047274129.1', 'XP_054210179.1', 'XP_054210180.1', 'XP_054210181.1']"
8842,PROM1,9606,['ENSG00000007062'],['O43490'],"['A0A0A0N0M1', 'A0ACI8QAA0', 'A0ACI8QAA1', 'A0ACI8QEK5', 'A0ACI8SBM0', 'A0ACI8U012', 'A0ACI8U037', 'A0ACI8U0L0', 'A0ACI8VQT3', 'D6RBI0', 'D6RCC3', 'D6RIF3', 'H0Y9D4', 'H0Y9M7', 'H0Y9Q5']","['NM_001145847.2', 'NM_001145848.2', 'NM_001145849.2', 'NM_001145850.2', 'NM_001145851.2', 'NM_001145852.2', 'NM_001371406.1', 'NM_001371407.1', 'NM_001371408.1', 'NM_001441173.1', 'NM_001441174.1', 'NM_001441175.1', 'NM_001441176.1', 'NM_001441177.1', 'NM_001441178.1', 'NM_001441179.1', 'NM_006017.3', 'NR_199806.1', 'NR_199807.1', 'XM_005248195.6', 'XM_005248196.6', 'XM_006713974.4', 'XM_011513893.3', 'XM_011513894.4', 'XM_011513895.3', 'XM_011513897.4', 'XM_011513900.3', 'XM_011513902.3', 'XM_011513903.3', 'XM_017008800.2', 'XM_047416370.1', 'XM_047416372.1', 'XM_047416373.1', 'XM_047416374.1', 'XM_047416375.1', 'XM_047416376.1', 'XM_047416377.1', 'XM_047416378.1', 'XM_047416379.1', 'XM_054351160.1', 'XM_054351161.1', 'XM_054351162.1', 'XM_054351163.1', 'XM_054351164.1', 'XM_054351165.1', 'XM_054351166.1', 'XM_054351167.1', 'XM_054351168.1', 'XM_054351169.1', 'XM_054351170.1', 'XM_054351171.1', 'XM_054351172.1', 'XM_054351173.1', 'XM_054351174.1', 'XM_054351175.1', 'XM_054351176.1', 'XM_054351177.1', 'XM_054351178.1', 'XM_054351179.1', 'XM_054351180.1', 'XM_054351181.1', 'XM_054351182.1', 'XM_054351183.1', 'XM_054351184.1', 'XM_054351185.1']","['NP_001139319.1', 'NP_001139320.1', 'NP_001139321.1', 'NP_001139322.1', 'NP_001139323.1', 'NP_001139324.1', 'NP_001358335.1', 'NP_001358336.1', 'NP_001358337.1', 'NP_001428102.1', 'NP_001428103.1', 'NP_001428104.1', 'NP_001428105.1', 'NP_001428106.1', 'NP_001428107.1', 'NP_001428108.1', 'NP_006008.1', 'XP_005248252.1', 'XP_005248253.1', 'XP_006714037.1', 'XP_011512195.1', 'XP_011512196.1', 'XP_011512197.1', 'XP_011512199.1', 'XP_011512202.1', 'XP_011512204.1', 'XP_011512205.1', 'XP_016864289.1', 'XP_047272326.1', 'XP_047272328.1', 'XP_047272329.1', 'XP_047272330.1', 'XP_047272331.1', 'XP_047272332.1', 'XP_047272333.1', 'XP_047272334.1', 'XP_047272335.1', 'XP_054207135.1', 'XP_054207136.1', 'XP_054207137.1', 'XP_054207138.1', 'XP_054207139.1', 'XP_054207140.1', 'XP_054207141.1', 'XP_054207142.1', 'XP_054207143.1', 'XP_054207144.1', 'XP_054207145.1', 'XP_054207146.1', 'XP_054207147.1', 'XP_054207148.1', 'XP_054207149.1', 'XP_054207150.1', 'XP_054207151.1', 'XP_054207152.1', 'XP_054207153.1', 'XP_054207154.1', 'XP_054207155.1', 'XP_054207156.1', 'XP_054207157.1', 'XP_054207158.1', 'XP_054207159.1', 'XP_054207160.1']"
